,title,release_date,poster,allocine_id,genre
7237,Salle n°6 - Tchekhov,2010-05-05,http://fr.web.img3.acsta.net/medias/nmedia/18/75/12/83/19293794.jpg,173215,Drame
7238,Breakfast Club,1985-09-11,http://fr.web.img5.acsta.net/medias/nmedia/18/66/28/74/20387919.jpg,42399,Comédie dramatique
7239,Comment claquer un million de dollars par jour,1985-08-14,http://fr.web.img2.acsta.net/pictures/16/12/09/12/40/467759.jpg,109471,Comédie
7241,Dracula 3D,2013-11-27,http://fr.web.img1.acsta.net/pictures/210/416/21041634_20131023095605517.jpg,181919,Thriller-Policier
7244,Friends With Kids,2012-08-01,http://fr.web.img1.acsta.net/medias/nmedia/18/82/38/99/20144882.jpg,186783,Comédie
7245,Fabuleuses fabulettes,2007-02-07,http://fr.web.img1.acsta.net/medias/nmedia/18/63/78/69/18709538.jpg,122783,Animation
7246,Le 4ème morceau de la femme coupée en 3,2007-03-07,http://fr.web.img3.acsta.net/medias/nmedia/18/63/90/40/18743715.jpg,125343,Drame
7248,Sin City : j'ai tué pour elle,2014-09-17,http://fr.web.img1.acsta.net/pictures/14/08/27/09/49/323812.jpg,61087,Action
7250,Le Chien du Tibet,2012-09-26,http://fr.web.img2.acsta.net/medias/nmedia/18/91/29/47/20198032.jpg,192927,Animation
7251,Munyurangabo,2009-10-07,http://fr.web.img6.acsta.net/medias/nmedia/18/64/26/45/19177573.jpg,128159,Drame
7252,Par suite d'un arrêt de travail...,2008-07-02,http://fr.web.img6.acsta.net/medias/nmedia/18/66/68/61/18947692.jpg,129183,Comédie
7253,Radiostars,2012-04-11,http://fr.web.img1.acsta.net/medias/nmedia/18/85/39/18/20031934.jpg,196255,Comédie
7254,La Marseillaise,1938-02-10,http://fr.web.img4.acsta.net/medias/nmedia/18/65/10/62/18921783.jpg,4000,Drame
7256,Lune froide,1991-05-22,http://fr.web.img4.acsta.net/medias/nmedia/18/36/32/62/18473329.jpg,4512,Comédie dramatique
7260,Le Grand Chef,2009-06-24,http://fr.web.img4.acsta.net/medias/nmedia/18/67/52/30/19120689.jpg,139168,Comédie dramatique
7262,Perversion Story,1970-08-21,http://fr.web.img1.acsta.net/pictures/19/06/21/13/38/0891353.jpg,10912,Drame
7264,Je règle mon pas sur le pas de mon père,1999-04-14,http://fr.web.img2.acsta.net/medias/03/12/70/031270_af.jpg,11680,Comédie dramatique
7265,La Nana (la bonne),2009-10-14,http://fr.web.img5.acsta.net/medias/nmedia/18/71/80/55/19168753.jpg,142752,Drame
7266,La Réverbération,2012-07-25,http://fr.web.img1.acsta.net/medias/nmedia/18/92/21/94/20187041.jpg,208800,Documentaire
7267,Suspiria,1977-05-18,http://fr.web.img2.acsta.net/pictures/18/05/24/10/46/2896422.jpg,12704,Thriller-Policier
7268,Prêt à tout,2014-01-22,http://fr.web.img4.acsta.net/pictures/210/181/21018129_20130708112533735.jpg,209312,Comédie
7272,Hippocrate,2014-09-03,http://fr.web.img1.acsta.net/pictures/14/07/04/14/59/301675.jpg,216480,Comédie dramatique
7274,C'est quoi la vie?,1999-09-08,http://fr.web.img4.acsta.net/medias/nmedia/images/affiches/043893.jpg,26272,Drame
7275,Ce que veulent les femmes,2001-02-14,http://fr.web.img5.acsta.net/medias/nmedia/00/02/13/25/356_af.jpg,27552,Comédie
7280,Terreur sur la ligne,2006-07-05,http://fr.web.img2.acsta.net/medias/nmedia/18/36/16/77/18609450.jpg,108192,Thriller-Policier
7281,Mon bel oranger,2013-08-21,http://fr.web.img1.acsta.net/pictures/210/149/21014919_20130624170453489.jpg,108704,Comédie dramatique
7283,Les 7 vierges,2008-04-02,http://fr.web.img4.acsta.net/medias/nmedia/18/36/08/82/18921320.jpg,108960,Drame
7284,Christian,2007-11-07,http://fr.web.img1.acsta.net/medias/nmedia/18/63/21/09/18811262.jpg,111520,Drame
7286,Le Quattro Volte,2010-12-29,http://fr.web.img4.acsta.net/medias/nmedia/18/81/87/90/19598864.jpg,180384,Drame
7288,I'm Still Here - The Lost Year of Joaquin Phoenix,2011-07-13,http://fr.web.img4.acsta.net/medias/nmedia/18/79/07/02/19488877.jpg,183456,Documentaire
7289,Holy Lola,2004-11-24,http://fr.web.img4.acsta.net/medias/nmedia/18/35/44/55/18392628.jpg,55456,Comédie dramatique
7290,L'Île,2008-01-09,http://fr.web.img1.acsta.net/medias/nmedia/18/65/29/87/18844675.jpg,123296,Drame
7291,As I Lay Dying,2013-10-09,http://fr.web.img5.acsta.net/pictures/210/262/21026232_20130812112810316.jpg,189856,Drame
7292,Pas Douce,2007-05-30,http://fr.web.img5.acsta.net/medias/nmedia/18/64/22/59/18761591.jpg,125344,Drame
7295,L'Âge de glace 3 - Le Temps des dinosaures,2009-07-03,http://fr.web.img1.acsta.net/medias/nmedia/18/66/21/19/19099924.jpg,126112,Animation
7299,Un Grand Mariage,2013-05-22,http://fr.web.img4.acsta.net/medias/nmedia/18/97/32/79/20530336.jpg,196512,Comédie
7301,"Gwen, le livre de sable",1985-02-06,http://fr.web.img5.acsta.net/pictures/19/09/16/17/46/4147346.jpg,1185,Animation
7303,Les Femmes s'en balancent,1954-05-05,http://fr.web.img4.acsta.net/medias/nmedia/18/65/63/87/18878088.jpg,3233,Thriller-Policier
7304,Teddy Bear,2015-01-07,http://fr.web.img1.acsta.net/pictures/14/12/12/17/11/432072.jpg,200609,Comédie dramatique
7305,Le Voyage perpétuel,2008-04-09,http://fr.web.img2.acsta.net/medias/nmedia/18/66/31/43/18927445.jpg,135329,Documentaire
7306,L'Incinérateur de cadavres,2000-10-25,http://fr.web.img2.acsta.net/pictures/19/09/20/09/13/3220140.jpg,4513,Drame
7307,Sita chante le blues,2009-08-12,http://fr.web.img6.acsta.net/medias/nmedia/18/71/42/74/19138554.jpg,137377,Animation
7308,Vertige d'une rencontre,2010-07-21,http://fr.web.img1.acsta.net/medias/nmedia/18/78/46/78/19463023.jpg,138657,Documentaire
7309,Nous irons tous au paradis,1977-11-09,http://fr.web.img1.acsta.net/medias/nmedia/18/35/51/30/18658593.jpg,8865,Comédie
7310,Le Goût de la cerise,1997-11-26,http://fr.web.img6.acsta.net/medias/nmedia/18/64/04/14/18747654.jpg,9121,Drame
7311,Images de femmes ou le corset social,2011-01-05,http://fr.web.img5.acsta.net/medias/nmedia/18/82/53/74/19629538.jpg,11681,Documentaire
7312,L'Esprit de 45,2013-05-08,http://fr.web.img1.acsta.net/medias/nmedia/18/97/31/08/20521990.jpg,208289,Documentaire
7313,Quatre mouches de velours gris,1973-06-21,http://fr.web.img6.acsta.net/pictures/19/06/11/09/41/3576726.jpg,12705,Thriller-Policier
7314,Kids Return,1997-04-16,http://fr.web.img6.acsta.net/pictures/17/07/17/12/38/267316.jpg,14753,Drame
7315,Chemins croisés,2015-07-15,http://fr.web.img6.acsta.net/pictures/15/05/11/12/13/293679.jpg,219041,Drame
7316,Poupi,2013-10-23,http://fr.web.img4.acsta.net/pictures/210/138/21013813_20130619151712591.jpg,221601,Animation
7317,Spy,2015-06-17,http://fr.web.img6.acsta.net/pictures/15/03/17/17/06/314791.jpg,222369,Comédie
7319,Spy Kids,2001-07-18,http://fr.web.img2.acsta.net/medias/nmedia/00/02/24/55/69199512_af.jpg,29345,Comédie
7320,Whiplash,2014-12-24,http://fr.web.img2.acsta.net/pictures/14/09/26/17/53/345974.jpg,225953,Drame
7324,Retour à la vie,2015-03-04,http://fr.web.img4.acsta.net/pictures/15/01/27/16/56/350600.jpg,233121,Drame
7326,Viva la vie,1984-04-18,http://fr.web.img3.acsta.net/medias/nmedia/18/60/09/00/18608611.jpg,40865,Comédie dramatique
7328,La Jument verte,1959-10-29,http://fr.web.img3.acsta.net/medias/nmedia/18/62/90/12/18658064.jpg,43425,Comédie dramatique
7330,L'Effet papillon,2004-03-10,http://fr.web.img2.acsta.net/medias/nmedia/18/35/19/79/18373133.jpg,44449,Drame
7331,Easy Money,2011-03-30,http://fr.web.img3.acsta.net/medias/nmedia/18/82/77/25/19671285.jpg,180385,Thriller-Policier
7334,Mon pire cauchemar,2011-11-09,http://fr.web.img2.acsta.net/medias/nmedia/18/85/08/00/19819686.jpg,185249,Comédie
7335,Surveillance,2008-07-30,http://fr.web.img1.acsta.net/medias/nmedia/18/66/28/90/18952963.jpg,56481,Thriller-Policier
7336,La Vengeance dans la peau,2007-09-12,http://fr.web.img6.acsta.net/medias/nmedia/18/63/34/23/18794863.jpg,59809,Action
7337,Je t'aime... moi non plus,2007-05-09,http://fr.web.img1.acsta.net/medias/nmedia/18/64/16/83/18757093.jpg,125345,Documentaire
7339,Jon face aux vents,2011-12-14,http://fr.web.img5.acsta.net/medias/nmedia/18/85/95/95/19814578.jpg,192417,Documentaire
7343,Lady Blood,2009-08-19,http://fr.web.img6.acsta.net/medias/nmedia/18/70/60/54/19104666.jpg,131490,Thriller-Policier
7344,La Terre tremble,1952-01-15,http://fr.web.img3.acsta.net/pictures/19/06/17/09/19/1149520.jpg,674,Drame
7345,Mourir comme un homme,2010-04-28,http://fr.web.img5.acsta.net/medias/nmedia/18/77/65/54/19417961.jpg,131746,Drame
7346,Niagara,2006-02-08,http://fr.web.img5.acsta.net/medias/nmedia/00/02/48/55/niagara.jpg,930,Drame
7347,Guêpier pour trois abeilles,1969-07-06,http://fr.web.img4.acsta.net/pictures/14/04/01/10/43/239315.gif,2466,Comédie
7348,L'Extravagant voyage du jeune et prodigieux T.S. Spivet,2013-10-16,http://fr.web.img5.acsta.net/pictures/210/060/21006006_20130913150332044.jpg,199842,Drame
7351,Khumba,2014-04-23,http://fr.web.img5.acsta.net/pictures/14/03/06/10/07/209958.jpg,205730,Animation
7354,Deux jours à Los Angeles,1997-07-30,http://fr.web.img5.acsta.net/medias/nmedia/18/71/43/94/19134770.jpg,10658,Comédie dramatique
7355,Sergent Bilko,1997-07-16,http://fr.web.img5.acsta.net/medias/nmedia/18/71/38/99/19133213.jpg,10914,Comédie
7357,"Gaza-strophe, Palestine",2011-03-16,http://fr.web.img3.acsta.net/medias/nmedia/18/83/26/45/19679769.jpg,145826,Documentaire
7358,Mea Culpa,2014-02-05,http://fr.web.img3.acsta.net/pictures/13/12/18/12/43/406041.jpg,212386,Thriller-Policier
7359,Les Démons de Jésus,1997-01-08,http://fr.web.img1.acsta.net/medias/nmedia/18/62/94/53/18868581.jpg,16034,Comédie
7361,Q,2011-09-14,http://fr.web.img4.acsta.net/medias/nmedia/18/71/28/27/19818407.jpg,147618,Comédie dramatique
7364,Blackout Total,2014-05-21,http://fr.web.img3.acsta.net/pictures/14/04/11/12/48/026193.jpg,216738,Comédie
7365,Circles,2014-07-09,http://fr.web.img4.acsta.net/pictures/14/03/18/18/17/365954.jpg,217250,Drame
7366,Leçons d'harmonie,2014-03-26,http://fr.web.img2.acsta.net/pictures/14/02/17/10/39/303495.jpg,217762,Drame
7367,"Loulou, l'incroyable secret",2013-12-18,http://fr.web.img1.acsta.net/pictures/210/467/21046783_20131017184843492.jpg,222370,Animation
7368,Dis-moi oui...,1995-04-19,http://fr.web.img2.acsta.net/medias/nmedia/18/36/25/54/18465839.jpg,28066,Comédie dramatique
7369,La Chambre du fils,2001-05-18,http://fr.web.img2.acsta.net/medias/nmedia/18/64/62/18/19724346.jpg,28578,Drame
7370,Correspondances,2011-03-02,http://fr.web.img2.acsta.net/medias/nmedia/18/81/94/89/19669692.jpg,28834,Documentaire
7371,Les Chaises Musicales,2015-07-29,http://fr.web.img6.acsta.net/pictures/15/07/02/10/00/452317.jpg,228258,Comédie dramatique
7372,"Pulp, a film about life, death & supermarkets",2015-04-01,http://fr.web.img2.acsta.net/pictures/15/03/10/12/07/104566.png,228770,Documentaire
7373,M et le 3ème secret,2014-11-19,http://fr.web.img4.acsta.net/pictures/15/05/18/09/49/056133.jpg,230562,Documentaire
7378,L'Agression,1975-04-16,http://fr.web.img4.acsta.net/medias/nmedia/18/62/90/63/18658395.jpg,40866,Drame
7382,Bande de sauvages,2007-06-13,http://fr.web.img1.acsta.net/medias/nmedia/18/63/78/12/18771548.jpg,110242,Comédie
7383,Alamar,2010-12-01,http://fr.web.img6.acsta.net/medias/nmedia/18/73/96/88/19590200.jpg,177058,Drame
7384,Equinoxe,2011-03-30,http://fr.web.img3.acsta.net/medias/nmedia/18/82/44/19/19701051.jpg,47522,Drame
7385,Les Géants,2011-11-02,http://fr.web.img3.acsta.net/medias/nmedia/18/82/68/60/19762456.jpg,179618,Comédie
7387,Fido,2007-08-01,http://fr.web.img5.acsta.net/medias/nmedia/18/63/10/96/18771212.jpg,118946,Comédie
7388,Baby-Sitter malgré lui,2012-06-13,http://fr.web.img4.acsta.net/medias/nmedia/18/85/91/80/20129620.jpg,184994,Comédie
7389,Mort à vendre,2013-08-21,http://fr.web.img5.acsta.net/pictures/210/233/21023389_20130730124651405.jpg,190882,Drame
7392,Tetro,2009-12-23,http://fr.web.img1.acsta.net/medias/nmedia/18/69/83/73/19190075.jpg,126370,Drame
7393,La Leon,2007-07-11,http://fr.web.img6.acsta.net/medias/nmedia/18/64/16/80/18783012.jpg,127650,Drame
7394,"Maurice Pialat, l'amour existe",2007-05-30,http://fr.web.img5.acsta.net/medias/nmedia/18/64/34/49/18771204.jpg,128162,Documentaire
7395,J'irai dormir à Hollywood,2008-11-19,http://fr.web.img5.acsta.net/medias/nmedia/18/66/85/44/18968652.jpg,130210,Documentaire
7396,Cul-de-sac,1966-11-01,http://fr.web.img1.acsta.net/pictures/17/05/29/16/38/094446.jpg,163,Drame
7397,Black mic-mac,1986-04-23,http://fr.web.img2.acsta.net/medias/nmedia/18/36/37/35/18478107.jpg,1699,Comédie
7398,L'âge atomique,2012-11-28,http://fr.web.img6.acsta.net/medias/nmedia/18/90/60/88/20354217.jpg,201635,Drame
7399,Le Temps qu'il reste,2009-08-12,http://fr.web.img1.acsta.net/medias/nmedia/18/70/32/72/19130582.jpg,136355,Comédie dramatique
7401,Chez Léon Coiffure,2012-04-11,http://fr.web.img5.acsta.net/medias/nmedia/18/89/23/15/20034029.jpg,203683,Documentaire
7402,Universal Soldier,1992-07-29,http://fr.web.img2.acsta.net/medias/nmedia/18/60/08/30/19621120.jpg,7587,Action
7403,Double Team,1997-07-16,http://fr.web.img3.acsta.net/medias/nmedia/images/affiches/030386.jpg,11171,Action
7405,La Menace,1977-09-28,http://fr.web.img5.acsta.net/medias/nmedia/18/65/03/89/18844604.jpg,12451,Thriller-Policier
7406,Number One,2009-09-23,http://fr.web.img6.acsta.net/medias/nmedia/18/71/05/97/19122005.jpg,143523,Comédie
7409,Vic + Flo ont vu un ours,2013-09-04,http://fr.web.img4.acsta.net/pictures/210/249/21024993_20130806154805498.jpg,217763,Drame
7410,Respire,2014-11-12,http://fr.web.img3.acsta.net/pictures/14/09/18/12/16/586445.jpg,221859,Drame
7411,Tristesse Club,2014-06-04,http://fr.web.img3.acsta.net/pictures/14/04/30/12/13/200011.jpg,222627,Comédie dramatique
7412,Boys Don't Cry,2000-04-05,http://fr.web.img2.acsta.net/medias/04/56/67/045667_af.jpg,26275,Drame
7413,Le Jeu de la vérité,2014-01-22,http://fr.web.img5.acsta.net/pictures/14/01/03/18/26/503906.jpg,222883,Comédie
7414,Un Aller simple,2001-05-30,http://fr.web.img6.acsta.net/pictures/210/234/21023414_2013073013212378.jpg,27555,Comédie
7417,Les Larmes du Tigre Noir,2002-12-25,http://fr.web.img4.acsta.net/medias/nmedia/00/02/55/75/affiche.jpg,33443,Drame
7420,Le Vice et la vertu,1963-03-01,http://fr.web.img1.acsta.net/medias/nmedia/18/72/70/87/19175686.jpg,41379,Comédie dramatique
7421,Pom le poulain,2007-02-14,http://fr.web.img6.acsta.net/medias/nmedia/18/63/15/42/18699199.jpg,109475,Comédie dramatique
7423,Quantum Of Solace,2008-10-31,http://fr.web.img6.acsta.net/medias/nmedia/18/65/88/24/18996229.jpg,114851,Action
7427,The Constant Gardener,2005-12-28,http://fr.web.img1.acsta.net/medias/nmedia/18/36/00/53/18460815.jpg,56739,Thriller-Policier
7428,Amour,2012-10-24,http://fr.web.img3.acsta.net/medias/nmedia/18/90/20/58/20121556.jpg,188067,Drame
7429,12 heures,2013-07-24,http://fr.web.img2.acsta.net/pictures/210/111/21011144_20130607173713601.jpg,189091,Thriller-Policier
7430,Ici-bas,2012-01-18,http://fr.web.img4.acsta.net/medias/nmedia/18/86/77/41/19863902.jpg,190883,Drame
7431,Les Petites Vacances,2007-01-24,http://fr.web.img4.acsta.net/medias/nmedia/18/63/34/39/18711775.jpg,61603,Comédie dramatique
7433,De l'eau pour les éléphants,2011-05-04,http://fr.web.img3.acsta.net/medias/nmedia/18/82/84/03/19699779.jpg,129955,Drame
7435,Hasta la vista,2012-03-07,http://fr.web.img3.acsta.net/medias/nmedia/18/85/95/97/19864740.jpg,196515,Comédie dramatique
7436,Si loin,2008-05-07,http://fr.web.img4.acsta.net/medias/nmedia/18/66/09/38/18910347.jpg,132260,Comédie dramatique
7438,Les Chèvres du Pentagone,2010-03-10,http://fr.web.img6.acsta.net/medias/nmedia/18/73/11/43/19207917.jpg,136356,Comédie
7443,Mauvaises fréquentations,1999-10-20,http://fr.web.img1.acsta.net/medias/nmedia/images/affiches/044349.jpg,20644,Drame
7445,Taxi 2,2000-03-29,http://fr.web.img3.acsta.net/medias/nmedia/18/63/24/72/18962752.jpg,23460,Action
7446,Dreamers,2013-05-15,http://fr.web.img6.acsta.net/pictures/210/016/21001640_20130425163601941.jpg,221092,Documentaire
7447,Cinema Komunisto,2013-09-18,http://fr.web.img1.acsta.net/pictures/210/360/21036087_20130904145434321.jpg,222628,Documentaire
7450,Les Jolies choses,2001-11-14,http://fr.web.img1.acsta.net/medias/nmedia/00/02/35/56/joaf.jpg,27044,Comédie dramatique
7452,Neuf mois aussi,1995-11-08,http://fr.web.img5.acsta.net/pictures/14/08/14/12/19/272388.jpg,29604,Comédie
7455,Les Sous-doués,1980-04-30,http://fr.web.img3.acsta.net/medias/nmedia/18/66/58/65/19721206.jpg,40868,Comédie
7456,Amélie au pays des Bodin's,2010-05-26,http://fr.web.img3.acsta.net/medias/nmedia/18/74/38/42/19318077.jpg,172196,Comédie
7458,La Nuit des généraux,1967-04-12,http://fr.web.img3.acsta.net/medias/nmedia/18/71/68/45/19141977.jpg,42148,Action
7461,Le Cheval de Turin,2011-11-30,http://fr.web.img5.acsta.net/medias/nmedia/18/85/60/75/19840106.jpg,180388,Drame
7464,Même pas mal ! (Dodgeball),2004-09-22,http://fr.web.img4.acsta.net/medias/nmedia/18/35/40/10/18388138.jpg,52644,Comédie
7466,93 la belle rebelle,2011-01-26,http://fr.web.img5.acsta.net/medias/nmedia/18/82/52/77/19625813.jpg,188836,Documentaire
7467,Sommeil blanc,2009-12-02,http://fr.web.img4.acsta.net/medias/nmedia/18/73/14/54/19192328.jpg,124580,Thriller-Policier
7468,Le Paradis des bêtes,2012-03-14,http://fr.web.img6.acsta.net/medias/nmedia/18/89/00/06/20019275.jpg,190372,Comédie dramatique
7469,Rhum Express,2011-11-30,http://fr.web.img1.acsta.net/medias/nmedia/18/85/85/01/19844669.jpg,126372,Comédie
7470,L'Echange,2008-11-12,http://fr.web.img3.acsta.net/medias/nmedia/18/65/69/25/18998101.jpg,126884,Drame
7472,Zero Dark Thirty,2013-01-23,http://fr.web.img3.acsta.net/medias/nmedia/18/94/54/11/20365978.jpg,193444,Thriller-Policier
7473,Les Assassins de l'ordre,1971-05-07,http://fr.web.img5.acsta.net/pictures/16/10/20/17/23/028820.jpg,128932,Drame
7475,Blancanieves,2013-01-23,http://fr.web.img4.acsta.net/medias/nmedia/18/94/72/99/20410396.jpg,196004,Drame
7476,Les Proies,2008-07-16,http://fr.web.img3.acsta.net/medias/nmedia/18/66/06/06/18951196.jpg,131749,Thriller-Policier
7477,La Dernière Corvée,1974-05-22,http://fr.web.img6.acsta.net/pictures/210/552/21055201_2013110610122915.jpg,1189,Comédie dramatique
7478,Hello Goodbye,2008-11-26,http://fr.web.img3.acsta.net/medias/nmedia/18/67/64/91/18991504.jpg,133029,Comédie
7479,Au revoir les enfants,1987-10-07,http://fr.web.img4.acsta.net/medias/nmedia/images/affiches/005934.jpg,2725,Action
7481,The Crazies,2010-06-09,http://fr.web.img5.acsta.net/medias/nmedia/18/74/41/64/19383622.jpg,136101,Thriller-Policier
7482,Totally Spies ! Le film,2009-07-22,http://fr.web.img1.acsta.net/medias/nmedia/18/69/12/27/19115996.jpg,136357,Animation
7485,On est là !,2012-05-16,http://fr.web.img5.acsta.net/medias/nmedia/18/89/76/87/20067198.jpg,203685,Documentaire
7487,Carte des sons de Tokyo,2011-01-26,http://fr.web.img4.acsta.net/medias/nmedia/18/70/33/49/19627848.jpg,138661,Drame
7489,Coursier,2010-02-24,http://fr.web.img4.acsta.net/medias/nmedia/18/73/79/56/19216690.jpg,141733,Comédie
7493,Shaun le mouton,2015-04-01,http://fr.web.img1.acsta.net/pictures/15/01/29/17/19/132942.jpg,221093,Animation
7494,En équilibre,2015-04-15,http://fr.web.img4.acsta.net/pictures/15/03/06/13/04/476794.jpg,228005,Drame
7495,Le Combat ordinaire,2015-07-15,http://fr.web.img2.acsta.net/pictures/15/06/05/10/53/570356.jpg,230053,Drame
7497,Les Petits ruisseaux,2010-06-23,http://fr.web.img5.acsta.net/medias/nmedia/18/78/27/12/19453971.jpg,170405,Drame
7498,La Guerre des pères,2011-01-05,http://fr.web.img6.acsta.net/medias/nmedia/18/82/00/59/19590067.jpg,170661,Comédie
7499,Hollywood Ending,2002-05-15,http://fr.web.img4.acsta.net/medias/nmedia/00/02/45/13/ending.jpg,40869,Comédie
7500,Mauvais piège,2003-01-15,http://fr.web.img1.acsta.net/medias/nmedia/00/02/57/67/affiche.jpg,42149,Thriller-Policier
7501,L'Hôtel de la plage,1978-01-11,http://fr.web.img6.acsta.net/medias/nmedia/18/66/25/94/18922724.jpg,42405,Comédie
7502,Horns,2014-10-01,http://fr.web.img2.acsta.net/pictures/14/09/02/18/13/484199.jpg,173989,Drame
7505,Kidnappés,2011-11-30,http://fr.web.img3.acsta.net/medias/nmedia/18/86/32/52/19835114.jpg,179621,Thriller-Policier
7506,8th Wonderland,2010-05-12,http://fr.web.img2.acsta.net/medias/nmedia/18/74/40/97/19416641.jpg,115621,Drame
7507,La Plus belle victoire,2004-10-20,http://fr.web.img3.acsta.net/medias/nmedia/18/35/41/70/18390128.jpg,51621,Comédie
7509,Pourquoi Tu Pleures?,2011-06-15,http://fr.web.img2.acsta.net/medias/nmedia/18/82/50/87/19726893.jpg,185509,Comédie
7510,The Lady,2011-11-30,http://fr.web.img5.acsta.net/medias/nmedia/18/85/68/36/19827489.jpg,188837,Drame
7512,Les Faussaires,2008-02-06,http://fr.web.img2.acsta.net/medias/nmedia/18/65/76/64/18887324.jpg,125605,Drame
7513,Dreamgirls,2007-02-28,http://fr.web.img5.acsta.net/medias/nmedia/18/36/26/45/18747283.jpg,60581,Drame
7514,Fool Moon,2008-07-16,http://fr.web.img4.acsta.net/medias/nmedia/18/65/52/46/18952978.jpg,126885,Comédie
7515,Rumba,2008-09-10,http://fr.web.img3.acsta.net/medias/nmedia/18/64/62/62/18965447.jpg,130213,Comédie
7516,Blue Valentine,2011-06-15,http://fr.web.img5.acsta.net/medias/nmedia/18/73/85/38/19719803.jpg,131494,Drame
7518,Muksin,2008-02-06,http://fr.web.img6.acsta.net/medias/nmedia/18/65/75/30/18886493.jpg,132006,Drame
7519,Les Inconnus dans la maison,1942-05-16,http://fr.web.img5.acsta.net/medias/nmedia/00/00/00/74/19151254.jpg,2726,Thriller-Policier
7522,Toutes les filles pleurent,2010-03-31,http://fr.web.img4.acsta.net/medias/nmedia/18/74/04/21/19246085.jpg,137126,Comédie dramatique
7523,Des idiots et des anges,2009-01-14,http://fr.web.img3.acsta.net/medias/nmedia/18/68/38/97/19024502.jpg,137382,Animation
7525,1492 : Christophe Colomb,1992-10-12,http://fr.web.img5.acsta.net/medias/nmedia/18/70/93/99/19815959.jpg,7590,Drame
7526,Le Passé,2013-05-17,http://fr.web.img1.acsta.net/pictures/210/103/21010314_20130604174853439.jpg,204198,Drame
7532,Le Coeur a ses raisons,2013-05-01,http://fr.web.img3.acsta.net/medias/nmedia/18/96/00/21/20438683.jpg,210598,Drame
7533,Le Dîner,2000-02-16,http://fr.web.img3.acsta.net/medias/nmedia/images/affiches/046460.jpg,22694,Drame
7535,Mademoiselle Julie,2000-04-26,http://fr.web.img5.acsta.net/medias/nmedia/images/affiches/047524.jpg,23718,Drame
7536,La Danza de la Realidad,2013-09-04,http://fr.web.img2.acsta.net/pictures/210/025/21002530_20130801130746678.jpg,220582,Drame
7538,De si jolis chevaux,2001-06-06,http://fr.web.img5.acsta.net/medias/nmedia/18/73/65/46/19210448.jpg,27046,Comédie dramatique
7539,Marussia,2015-01-21,http://fr.web.img2.acsta.net/pictures/15/01/06/10/14/556917.jpg,224422,Drame
7540,La Femme bourreau,2015-03-11,http://fr.web.img3.acsta.net/pictures/15/03/02/12/26/123016.jpg,234406,Thriller-Policier
7543,Le Grand Meaulnes,2006-10-04,http://fr.web.img3.acsta.net/medias/nmedia/18/60/02/15/18654749.jpg,108966,Drame
7545,Les Chemins de la mémoire,2011-03-16,http://fr.web.img6.acsta.net/medias/nmedia/18/83/25/64/19679247.jpg,180390,Documentaire
7546,Les 11 commandements,2004-02-04,http://fr.web.img4.acsta.net/medias/nmedia/18/35/18/35/18370087.jpg,51366,Comédie
7547,Shrek le troisième,2007-06-13,http://fr.web.img5.acsta.net/medias/nmedia/18/63/15/86/18767239.jpg,55718,Animation
7550,Struck,2013-06-19,http://fr.web.img6.acsta.net/pictures/210/046/21004634_2013051011375163.jpg,188838,Comédie
7551,L'Amour et rien d'autre,2012-04-18,http://fr.web.img4.acsta.net/medias/nmedia/18/88/68/47/20034924.jpg,189350,Drame
7552,In Memoria Di Me,2008-04-16,http://fr.web.img6.acsta.net/medias/nmedia/18/64/65/69/18922690.jpg,125606,Drame
7553,Avida,2006-09-13,http://fr.web.img5.acsta.net/medias/nmedia/18/60/14/43/18669099.jpg,61606,Comédie
7554,"Albator, Corsaire de l'Espace",2013-12-25,http://fr.web.img3.acsta.net/pictures/210/459/21045968_20131002122115037.jpg,192934,Animation
7556,Ciao Stefano,2008-04-30,http://fr.web.img2.acsta.net/medias/nmedia/18/65/16/42/18927354.jpg,130726,Comédie dramatique
7557,Le Dernier Dragon,1985-07-17,http://fr.web.img3.acsta.net/medias/nmedia/18/96/49/44/20470999.jpg,167,Action
7558,Rendez-vous,1945-08-10,http://fr.web.img1.acsta.net/medias/nmedia/18/36/21/31/19501486.jpg,679,Comédie
7561,The Lodger: A Story of the London Fog,2010-11-17,http://fr.web.img4.acsta.net/medias/nmedia/18/65/02/44/19504382.jpg,3239,Drame
7562,Je suis heureux que ma mère soit vivante,2009-09-30,http://fr.web.img5.acsta.net/medias/nmedia/18/71/29/89/19154475.jpg,134567,Drame
7563,"Titeuf, le film (3D)",2011-04-06,http://fr.web.img4.acsta.net/medias/nmedia/18/83/47/93/19693045.jpg,135847,Animation
7564,La Princesse de Montpensier,2010-11-03,http://fr.web.img5.acsta.net/medias/nmedia/18/77/80/46/19448509.jpg,136359,Drame
7565,Performance,2010-05-12,http://fr.web.img6.acsta.net/medias/nmedia/18/70/30/02/19262713.jpg,5543,Drame
7566,Videodrome,1984-05-16,http://fr.web.img5.acsta.net/pictures/14/06/03/10/16/084366.jpg,6055,Drame
7568,El Mariachi,1993-09-29,http://fr.web.img1.acsta.net/medias/nmedia/18/73/65/26/19210428.jpg,8359,Action
7569,La Servante,2012-08-15,http://fr.web.img4.acsta.net/medias/nmedia/18/89/91/91/20120410.jpg,8615,Drame
